id,demo_gender,demo_age,demo_relationshipstatus01,demo_children,demo_classstanding,demo_units,demo_gpa,demo_employed01,demo_employed02,demo_employed03,demo_incomehousehold,demo_incomepersonal,demo_politics,demo_religion,socialmedia_constantly,socialmedia_first,socialmedia_last,socialmedia_dumb,procrastinate_minute,procrastinate_plan,procrastinate_distracted,procrastinate_projects,procrastinate_pressure,procrastinate_concentrate,procrastinate_deadlines,procrastinate_management,procrastinate_task,outlook_expect,outlook_worst,outlook_wrong,deviance_play,deviance_activities,deviance_risks,deviance_cautious,deviance_told,deviance_new,deviance_rules,deviance_opposite,locus_luck,locus_work,locus_talent,locus_system,locus_people,personality_myself,personality_outgoing,personality_quiet,personality_exhausting,personality_center,personality_energizing,personality_rehearse,personality_groups,impulsivity_decisions,impulsivity_thinking,impulsivity_money,impulsivity_buy,impulsivity_options,family_enjoy,family_stress,family_sacrifices,family_like,family_secrets,family_fight,family_regularly,friends_enjoy,friends_stress,friends_sacrifices,friends_like,friends_secrets,friends_fight,friends_regularly,stress_relax,stress_sleep,stress_concentrate,stress_bed,stress_myself,stress_motivated,stress_emotions,stress_productive,stress_social,esteem_worth,esteem_qualities,esteem_failure,esteem_well,esteem_proud,esteem_satisfied,esteem_attitude,esteem_respect,esteem_useless,esteem_good,satisfaction_physical,satisfaction_mental,satisfaction_appearance,satisfaction_finances,satisfaction_housing,satisfaction_transportation,satisfaction_friends,satisfaction_family,satisfaction_education,satisfaction_career,satisfaction_freetime,demo_relationshipstatus02,conflictresolution_forgive,conflictresolution_grudges,conflictresolution_solve,conflictresolution_argue,significantother_committed,significantother_unhappy,significantother_wish,significantother_imagine,satisfaction_significantother,demo_employed04,jobsecurity_worry,jobsecurity_months,jobsecurity_people,jobsecurity_secure,jobsecurity_challenge,jobsatisfaction_enjoyable,jobsatisfaction_accomplishment,jobsatisfaction_waste,jobsatisfaction_proud,jobsatisfaction_bored,satisfaction_job,jobmobility_adequately,jobmobility_promoted,jobmobility_stuck,jobmobility_paid,jobmobility_opportunities,workdemands_breaks,workdemands_early,workdemands_complete,workdemands_think,workdemands_free,workdemands_easy,workdemands_late,workdemands_exhausting,supervisors_trouble,supervisors_me,supervisors_respect,supervisors_friends,supervisors_argue,supervisors_like,coworkers_trouble,coworkers_me,coworkers_respect,coworkers_friends,coworkers_argue,coworkers_like,wis_time,wis_tired,satisfaction_performanceschool,siw_time,siw_tired,satisfaction_performancework
81,2,20,1,2,3,12,3,2,1,30, ,4000,4,3,4,3,4,4,3,5,5,6,5,2,2,4,5,2,2,4,4,5,5,3,5,6,3,5,1,5,2,2,4,6,6,2, ,2,6,4,3,4,3,3,2,5,5,5,5,5,5,2,3,6,6,6,5, ,2,4,5,2,2,6,3,4,2,3,2,5,5,3,5,3,5,5,2,3,2,5,5,6,4,4,5,6,6,6,5,4,1, , , , , , , , , ,1,2,5,5,4,2,5,5,3,4,3,4,5,5,3,5,3,2,2,2,2,2,5,4,5,2,2,6,5,4,5,2,2,6,5,4,6,4,4,3,4,4,4
82,1,18,1,2,1,12,3.33,2,1,30,110000,15000,5,2,4,2,4,4,3,5,6,3,3,3,2,5,4,4,2,3,4,3,4,4,3,3,3,2,2,5,5,3,4,4,4,4,4,4,6,4,2,4,2,3,4,5,4,4,6,6,4,3,2,5,4,6,6,4,2,6,2,4,2,2,2,2,2,2,2,4,5,2,3,2,6,6,2,2,2,6,5,6,5,2,4,6,6,5,4,4,1, , , , , , , , , ,1,1,1,6,4,3,4,4,5,4,4,5,4,5,2,3,2,2,2,2,2,2,5,2,5,2,3,4,4,2,4,2,2,5,5,2,4,3,4,5,2,4,5
83,1,19,2,2,1,13,3.2,1,1,20, , ,3,3,4,2,2,4,4,5,4,4,4,2,2,5,5,3,2,2,4,3,5,4,3,4,2,2,2,5,5,4,4,4,5,2,4,3,3,2,4,4,3,5,2,4,5,4,5,5,3,2,5,5,4,4,5,4,2,4,2,2,2,3,2,3,3,3,2,5,5,2,5,2,5,5,2,1,1,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,2,5,2,2,5,5,1,3,4,4,4,3,5,5,3,5,4,5,3,5,3,5,3,2,2,2,2,4,5,2,5,2,2,4,4,3,2,2,2,5,5,2,5,4,4,4,2,4,5
84,1,19,2,2,1,13,3.2,1,1,20, , ,3,3,4,2,2,4,4,5,4,4,4,2,2,5,5,3,2,2,4,3,5,4,3,4,2,2,2,5,5,4,4,4,5,2,4,3,3,2,4,4,3,4,2,4,5,4,5,5,3,2,5,5,4,4,5,4,2,4,2,2,2,3,2,3,3,3,2,5,5,2,5,2,5,5,2,1,1,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,2,5,2,2,5,5,1,3,4,4,4,3,5,5,3,5,4,5,3,5,3,5,3,2,2,2,2,4,5,2,5,2,2,4,4,3,2,2,2,5,5,2,5,4,4,4,2,4,5
85,2,22,2,2,2,6,2.8,1,1,50,16000,4000,4,3,6,2,2,1,1,6,3,1,6,1,1,6,6,6,6,6,3,6,5,5,6,2,1,4,6,6,6,1,6,6,6,1,4,6,1,1,3,1,6,1,6,6,4,6,6,1,1,4,6,1,6,6,1,1,1,1,1,6,1,6,1,4,4,4,4,6,6,1,1,1,1,1,1,1,1,1,6,6,4,4,6,6,6,6,3,6,2,6,1,6,1,6,1,1,6,6,1,1,1,1,6,1,6,6,1,6,1,6,1,6,1,6,1,1,1,1,1,6,6,1,1,1,1,1,1,1,6,1,1,6,6,1,6,5,6,1,1,1,6
86,2,20,2,2,3,12,2.5,1,1,18, , , ,3,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,3,3,4, , ,4,4, , ,3,3,4, ,3,3, , ,2, ,2, ,4,4,5,4,4,4,4,4,4,4,4,3,4,3,3, ,4, ,3,5,5,5,5,5,5,5,5,5, , , , ,4, , , ,4,4,3, ,3,3,3,3,4,4,3,3,3,2,5,3,5,1,5,3, , , ,1,4,3,4,4,3,3,3, , ,5, ,3,4,4,2,4,4,3, ,4,3, ,3,4,3,4, , , ,2, , ,4,4,3,4,4,4,2,2,2, 
87,2,19,2,2,2,13,2.89,1,1,6, , , ,2,5,5,4,2,3,6,5,4,5,4,1,5,2,5,6,5,5,2,1,5,3,2,1,2,2,5,4,4,3,5,4,4,2,1,5,4,3,2,3,3,4,6,6,2,6,6,4,4,5,6,3,4,5,5,2,3,5,5,5,5,5,5,6,5,5,5,4,2,4,2,5,4,3,4,3,5,4,4,2,2,2,5,6,6,5,4,2,6,2,6,2,6,1,2,6,6,1,2,2,5,5,2,5,5,2,3,4,5,3,1,4,1,6,1,1,2,2,3,5,1,2,2,3,4,4,2,4,2,1,6,6,1,6,2,2,5,5,3,6
88,2,19,1,2,2,15,3,2,2, , , ,5,3,4,2,3,3,3,5,5,3,1,3,2,3,3,5,3,3,4,3,3,4,4,3,4,3,2,4,3,3,4,4,4,4,3,2,5,4,5,4,2,5,1,4,5,3,5,5,4,3,5,5,3,5,5,3,3,5,4,4,4,5,3,4,4,4,4,4,4,2,4,2,5,5,3,2,2,3,4,2,4,4,5,5,5,5,5,4,1, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89,2,32,2,1,3,6,3.5,2,1,40,40000,40000,4,3,3,5,5,5,3,5,4,5,5,1,1,5,4,5,2,3,5,1,4,4,4,4,3,2,2,5,5,4,3,5,5,5,3,2,5,1,5,1,1,4,1,1,5,4,3,5,2,4,4,5,2,4,5,4,1,5,3,3,3,4,4,3,4,4,4,5,5,2,5,5,5,5,2,2,2,4,4,4,3,3,5,5,5,5,5,4,2,5,2,5,2,4,2,2,2,5,1,2,5,5,5,2,4,3,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,2,2,4,2,5,4,2,4,2,2,4,4,2,4,4,4,4,4,4,4
90,2,21,2,2,4,14,4,1,1,35,25000,25000,5,5,2,2,2,2,5,6,5,6,6,1,1,6,5,2,2,2,3,3,4,4,6,6,2,4,2,5,5,5,3,5,6,2,2,2,5,2,2,3,2,4,4,5,5,5,5,5,5,2,5,6,4,5,5,3,2,5,4,5,5,5,2,5,2,2,2,5,6,2,6,2,5,5,2,2,2,4,5,5,2,2,6,6,6,5,6,2,2,5,2,6,2,6,1,1,6,6,1,1,5,4,3,1,4,5,2,5,1,4,2,2,3,1,4,5,2,4,1,1,4,1,4,1,1,6,6,1,6,1,1,6,6,1,6,5,5,5,2,2,6
91,1,23,1,2,3,12,3.5,1,1,30, , , ,5,5,4,4,1,3,4,4,3,6,2,3,4,5,4,5,3,4,5,6,1,5,5,3,5,1,6,6,5,3,5,6,1,1,4,5,4,5,4,3,5,4,2,5,5,6,6,5,5,3,5,4,5,5,4,5,4,5,5,5,5,5,5,5,2,1,5,6,1,6,1,5,6,3,3,1,5,5,5,4,4,4,5,6,6,6,4,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
92,2,19,1,2,2,18,3.2,1,1,20, , ,3,2,5,5,5,4,4,4,5,4,6,3,1,2,5,5,5,4,4,3,4,5,5,2,4,5,2,5,5,3,5,5,6,2,2,4,5,2,4,3,3,5,2,4,6,2,6,6,3,4,6,6,2,6,6,2,2,6,5,5,4,4,3,4,3,2,2,5,5,2,5,3,4,4,5,5,3,2,4,4,4,5,5,5,6,6,4,4,1, , , , , , , , , ,1,2,5,6,5,4,5,3,2,3,2,4,2,2,2,1,5,5,4,3,2,2,5,4,4,2,2,5,5,2,5,1,1,5,6,2,6,2,4,2,4,4,5
93,2, ,2,2,3,12,2,1,1,35,75000,23000,5,3,5,4,5,6,4,5,3,5,3,2,2,4,6,6,4,1,3,1,1,5,6,2,2,1,1,6,3,1,5,5,4,5,5,1,3,1,1,4,2,2,5,4,5,5,6,6,5,2,3,5,5,4,5,5,1,2,5,2,5,6,3,6,1,4,6,5,5,1,6,1,4,3,4,4,1,2,2,4,2,2,6,5,6,4,4,1,2,6,1,6,1,6,1,1,2,6,1,2,6,2,6,1,5,5,1,6,3,5,6,6,1,5,2,5,2,1,1,1,5,2,2,1,1,6,5,1,6,1,1,5,5,1,5,4,4,2,1,1,6
94,1,20,2,2,1,14,2.01,1,1,40,5000,5000,2,6,4,2,2,4,4,3,5,3,2,4,4,4,5,4,3,2,5,4,3,3,4,4,1,2,2,4,6,2,2,5,3,4,2,2,4,2,2,5,4,3,2,4,5,4,5,6,4,3,4,4,2,4,6,2,1,4,6,5,3,3,2,2,3,4,6,5,4,4,5,2,5,4,1,2,3,5,5,5,4,4,5,5,5,3,3,1,2,5,2,5,4,6,1,1,6,6,1,1,6,1,5,4,6,6,1,6,1,6,5,5,1,6,4,1,5,1,1,1,5,1,5,1,1,6,6,1,6,1,1,6,6,1,6,4,2,2,2,2,6
95,1,21,1,2,4,21,3.2,1,1,18,8000,7000,1,2,4,3,5,4,2,6,1,6,5,3,1,6,5,1,5,2,2,4,5,1,3,6,1,1,1,6,6,6,6,6,6,6,6,6,6,5,6,6,5,3,4,6,6,2,6,6,4,1,5,6,1,6,6,5,3,6,6,6,3,5,1,1,1,1,1,6,6,1,6,6,1,6,1,2,2,3,6,6,2,1,1,6,6,3,5,4,1, , , , , , , , , ,1,1,2,2,2,1,6,6,1,4,1,4,4,6,1,6,3,1,1,2,2,2,1,5,6,1,1,6,6,1,6,1,1,6,6,1,6,1,1,4,1,1,4
96,2,21,1,2,3,13,3.5,1,1,8,600000,7000,5,6,5,6,5,4,1,6,2,4,3,2,1,6,6,3,2,4,5,2,1,6,5,2,1,3,2,5,3,5,2,6,2,5,6,2,2,3,2,1,1,6,1,5,6,2,6,6,1,1,6,4,4,3,5,3,1,1,4,3,2,3,2,1,1,1,4,5,1,5,1,6,6,2,2,2,4,4,4,4,4,5,5,4,6,5,5,4,1, , , , , , , , , ,1,1,6,4,4,1,5,5,2,5,2,5,5,1,1,6,1,4,3,3,3,3,5,5,3, , , , , , , , , , , , ,2,2,6,2,4,4
97,2,19,2,2,2,16,3.9,1,1,10,40000,3000,5,2,4,3,5,2,3,5,3,2,5,2,2,4,5,4,5,2,5,2,4,4,3,3,2,2,2,6,4,4,3,5,5,2,4,1,4,5,2,4,2,3,4,5,6,4,5,6,3, ,5,5,3,4,6,2,2,6,5,4,3,4,2,4,2,4,4,5,5,3,4,3,3,4,2,4,1,3,2,3,3,5,5,5,5,5,4,4,2,6,1,6,1,6,1,1,2,5,1,2,2,6,5,1,5,4,2,4,4,5,5,5,2,5,5,5,3,2,2,5,6,2,4,2,1,6,6,1,6,1,1,6,6,1,6,2,3,4,5,4,5
98,1,24,1,2,3,16,3.2,1,2, ,65000,5000,5,2,5,4,5,5,6,5,5,2,5,2,2,6,6,3,2,2,1,6,6,2,6,1,5,3,4,5,6,6,2,6,6,2,4,4,3,6,1,6,6,2,6,2,6,1,6,6,5,5,2,5,2,6,6,5,3,5,6,6,6,6,6,6,6,6,6,4,5,2,4,1,6,6,2,5,6,6,4,4,1,1,5,6,6,6,5,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
99,2,20,1,2,2,17,3.2,1,2, ,320000,15000,5,3,4,2,2,6,2,6,2,5,5,2,1,5,6,4,4,5,5,2,5,6,2,3,2,1,3,6,6,4,5,6,5,3,4,2,6,6,2,6,2,5,5,6,5,5,4,5,3,2,6,6,3,4,6,2,1,6,6,6,4,6,3,5,1,2,1,4,5,3,5,3,2,4,4,1,1,6,5,4,4,4,3,5,5,5,5,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,1,19,1,2,2,13,3.5,1,2, ,75000,18000,6,6,6,6,6,5,2,5,6,5,2,2,1,6,6,6,6,6,4,6,6,1,5,6,6,4,1,6,6,6,3,6,6,3,1,1,6,1,2,5,5,2,5,2,4,6,3,4,6,5,3,6,1,5,6,2,1,6,6,6,2,6,1,5,2,5,2,5,5,5,5,5,4,5,3,5,5,2,4,1,4,2,2,6,4,6,3,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
101,2,20,1,2,3,13, ,1,1,20,15000,6000,5,5,5,3,4,3,4,3,5,5,5,3,2,6,3,3,4,3,4,3,3,4,5,3,2,4,2,5,3,5,3,6,6,1,2,3,4,2,3,4,4,4,4,4,5,4,5,5,4,4,5,5,3,4,5,2,3,4,5,3,4,4,4,4,5,4,5,4,5,3,5,2,4,4,3,4,4,3,4,4,3,3,3,4,4,5,4,3,1, , , , , , , , , ,1,2,3,5,5,2,4,4,3,3,5,4,3,3,3,2,4,2,2,2,2,3,4,2,4,2,3,4,4,3,4,2,2,6,5,2,5,4,4,3,4,4,3
102,1,21,1,2,4,14,3.5,1,1,25,53000,12000,4,6,6,6,6,4,5,4,3,3,4,2,1,2,4,4,4,3,3,4,5,3,4,3,5,3,5,4,3,6,5,4,3,3,5,2,5,4,2,5,4,4,5,4,6,6,6,5,6,4,3,4,2,4,6,1,1,1,6,6,6,5,6,6,4,5,2,1,5,3,5,5,3,3,6,1,2,2,4,2,1,1,1,3,5,2,5,4,1, , , , , , , , , ,1,1,6,5,2,3,5,5,4,5,2,1,1,1,4,1,5,1,2,2,2,1,4,6,6,2,3,4,3,1,3,3,2,4,3,1,6,4,4,1,4,3,4
103,1,21,2,2,4,12,2.1,1,1,45,35000,23000,5,3,5,2,4,6,4,3,6,5,4,3,2,1,4,6,2,4,1,3,5,5,6,6,6,5,5,3,5,1,5,5,6,6,6,2,2,6,1,1,6,6,2,5,3,6,1,6,6,5,2,6,5,2,4,6,4,5,6,2,5,5,5,5,5,5,5,6,6,2,6,2,6,6,6,4,4,2,2,3,1,1,5,6,6,6,6,2,2,5,4,6,2,6,1,2,5,6,1,2,6,6,6,2,5,4,2,5,6,5,5,6,2,6,2,2,6,2,2,2,5,2,2,2,2,6,6,2, ,2,2,6,6,2,6,5,5,3,5,2,6
104,2,24,2,2,3,16,3.8,1,1,32,700000,20000,6,2,2,2,4,4,5,4,4,2,5,3,2,2,3,2,5,2,4,2,4,4,6,2,3,4,4,4,5,6,3,5,4,2,4,2,3,4,1,2,4,3,5,4,6,4,6,6,5,3,4,4,2,4,5,5,2,3,6,6,5,5,4,5,6,2,4,6,5,1,2,1,5,5,2,2,2,2,5,2,1,2,6,4,6,4,4,1,2,6,1,6,2,6,1,2,5,6,1,1,5,2,5,4,4,5,2,5,4,4,3,2,6,2,5,6,4,5,2,1,2,4,6,1,1,5,4,1,4,1,1,5,4,1,4,5,6,3,2,2,4
105,2,25,2,2,3,18,2.6,1,1,40,25000,25000,4,4,5,4,4,4,5,4,4,3,5,2,4,2,5,4,4,2,3,2,4,4,4,5,1,1,2,4,5,5,3,4,3,3,5,2,2,2,2,4,4,5,4,6,5,4,5,5,2,3,5,4,2,1,4,1,1,3,5,5,4,3,3,3,3,3,3,4,6,1,6,1,4,6,3,2,2,4,4,4,4,4,4,4,4,4,4,4,2,5,2,5,2,5,2,2,2,6,1,1,2,4,4,1,3,1,1,1,1,1,5,4,2,4,5,4,4,2,2,4,3,3,5,1,1,4,4,5,4,1,1,1,1,1,1,4,4,5,4,4,4
106,1,24,2,2,4,18,3.45,1,1,42,80000,40000, ,3,5,4,5,3,3,6,4,5,4,4,1,6,5,2,5,3,4,5,5,4,5,5,4,2,2,5,4,5,3,4,6,4,3,2,5,2,3,3,4,3,3,4,6,2,6,6,5,2,6,5,2,6,6,4,2,5,3,4,3,5,4,3,2,3,4,5,5,1,5,2,5,5,4,1,1,4,5,4,5,5,5,5,5,5,5,4,2,5,2,5,2,5,2,2,5,5,1,2,2,4,5,2,4,4,3,4,4,4,4,3,3,4,5,2,2,2,2,4,4,2,4,3,2,5,5,3,5,2,2,5,5,2,5,2,2,4,3,4,4
107,2,19,1,1,1,3,3.25,1,2, , , ,4,6,3,4,6,4,2,6,6,2,4,2,1,5,5,5,6,4,6,2,2,6,6,4,1,6,1,6,5,6,4,5,3,1,6,1,4,6,1,3,4,6,6,6,5,5,6,6,2,5,4,6,3,6,6,1,1,6,6,1,6,4,1,4,1,4,2,5,5,2,6,5,4,5,4,3,3,4,5,5,5,5,4,6,6,5,6,1,1, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
108,2,19,1,2,2,19,2.83,1,2, ,100000,12000,6,6,5,5,3,3,1,6,4,4,5,4,3,5,4,5,4,3,6,2,3,5,4,3,2,1,4,5,3,6,2,6,4,3,4,1,3,6,2,4,4,6,2,6,6,6,6,5,6,4,6,5,6,6,5,4,3,5,6,4,6,5,6,6,5,6,6,3,5,5,4,6,2,2,6,5,5,1,1,1,1,3,5,3,4,5,6,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
109,1,19,2,2,2,16,3.82,1,1,20,50000,7000,4,5,6,5,5,3,3,4,6,6,4,3,2,4,3, ,5,4,3,3,5,4,5,4,5,3,4,5,4,4,5,4,6,3,4,4,4,5,3,6,4,6,2,6,3,6,3,4,6,4,2,5,4,3,4,6,3,4,4,1,3,6,3,4,5,1,4,4,4,5,5,4,3,3,4,6,6,3,4,4,1,1,2,5,3,5,4,2,2,6,2,6,2,6,1,1,4,6,1,4,6,6,4,1,5,3,3,3,3,4,5,3,3,4,3,3,3,3,3,1,2,4,5,1,1,4,4,1,6,1,1,6,6,1,6,3,5,6,4,4,5
110,2,20,1,2,3,12,2.6,1,1,20, , , ,5,5,4,5,4,5,4,5,4,5,3,4,4,5,2,4,5,4,4,3,5,4,4,5,2,2,5,5,2,4,5,5,4,2,2,5,4,5,5,5,4,5,5,6,2,5,6,4,4,4,6,4,5,6,4,5,6,5,4,5,4,2,5,4,4,2,5,5,4,5,2,4,4,5,4,4,2,4,3,4,4,5,5,5,3,3,5,1, , , , , , , , , ,1,2,4,5,5,5,5,5,2,5,2,5,5,5,2,5,2,2,2,2,5,5,5,4,5,2,2,5,5,2,5,2,2,5,5,2,5,4,4,3,2,4,5
111,2,20,2,2,3,12,3,1,1,25,250000,14400,4,5,5,6,6,4,5,6,4,3,5,2,2,3,2,3,4,2,4,2,2,4,6,4,4,3,3,5,5,5,4,5,4,4,5,2,4,2,1,3,4,2,6,4,5,4,5,5,2,4,5,4,5,5,5,4,2,4,5,4,5,5,5,5,5,5,5,6,6,2,5,3,4,5,1,4,4,4,3,3,2,3,6,4,5,4,4,3,2,6,2,4,3,6,1,1,5,5,1,1,1,6,5,2,4,6,4,5,6,3,5,6,6,4,4,5,5,4,6,3,5,1,6,2,2,5,5,2,5,2,2,6,6,2,5,5,5,3,5,5,5
112,2,23,2,1,3,16,3,1,1,40,90000,30000,5,5,4,4,4,3,5,5,3,4,5,2,3,3,3,2,4,2,5,1,4,5,5,5,3,2,3,5,4,5,3,6,3,6,5,2,2,6,2,3,2,3,4,5,5,4,4,5,2,1,5,5,2,4,5,3,1,4,5,1,4,6,1,5,2,4,3,5,5,1,6,2,4,4,3,4,3,4,4,4,3,2,5,5,5,4,4,1,2,6,3,6,1,6,3,3,6,4,1,1,5,4,5,3,2,5,2,5,5,3,3,5,4,4,2,4,6,6,6,1,1,6,6,2,1,5,4,1,4,1,1,6,6,1,5,5,5,2,1,6,4
113,2,19,1,2,3,16,3.8,1,1,25,16000,16000,4,5,5,4,5,3,3,5,3,4,2,3,1,6,4,2,2,3,5,2,3,5,2,1,2,1,2,6,4,4,3,5,4,3,4,2,3,6,6,3,3,4,4,4,5,3,4,5,4,3,2,5,4,4,5,5,3,5,2,5,2,5,3,3,2,2,3,5,4,2,5,2,4,4,3,4,4,2,3,3,5,5,5,4,4,5,4,5,1, , , , , , , , , ,1,1,6,5,4,2,5,5,1,5,2,5,5,2,2,6,4,5,4,2,1,4,4,2,4,2,1,5,4,2,5,1,1,5,6,2,5,2,3,4,3,4,4
114,2,19,1,2,2,15,3.8,1,2, ,65000,1200,5,4,6,6,6,4,5,4,4,2,1,5,1,3,4,4,5,4,5,2,1,5,4,2,2,1,2,5,2,5,2,4,2,5,4,2,2,4,2,2,2,5,2,5,5,3,4,5,5,2,5,5,2,4,5,5,2,2,4,2,4,5,6,6,6,6,6,4,4,3,5,2,4,3,5,5,5,5,2,4,5,5,2,2,5,5,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
115,2,20,2,2,3,16,3.1,1,1,35,100000,10000,5,3,5,4,3,2,4,5,6,6,5,1,1,5,4,2,5,4,4,4,6,4,6,6,6,4,1,6,4,6,3,4,6,5,1,1,6,4,2,6,6,2,6,6,6,1,6,6,4,4,1,5,2,5,5,3,2,1,6,6,2,1,6,6,4,4,1,4,5,3,5,5,4,6,5,2,4,5,3,3,6,6,5,5,6,6,4,6,2,6,4,3,3,4,2,4,4,4,1,1,6,2,2,1,5,4,1,5,2,4,6,6,1,4,5,2,5,1,1,6,4,2,2,1,1,5,5,2,5,1,1,5,5,1,5,4,4,4,2,2,4
116,2,19,2,2,3,16,3.4,1,1,15, , ,5,2,5,4,5,4,5,3,5,4,5,4,2,3,6,4,5,5,5,2,3,5,4,4,3,3,4,5,5,5,6,2,5,1,2,4,6,5,4,3,5,6,3,5,5,4,6,5,5,4,6,5,5,6,5,4,4,6,6,6,5,6,4,5,6,4,2,5,5,3,5,2,4,3,5,4,4,2,2,2,4,1,5,6,6,6,4,2,2,5,3,5,2,5,2,3,4,5,1,2,3,1,6,2,5,4,2,4,1,5,5,5,2,4,5,1,5,2,2,4,2,5,4,2,2,5,5,2,5,2,2,5,5,2,5,4,4,5,2,5,5
117,1,21,2,2,3,15,3.4,1,1,30, , , ,3,4,3,5,2,3,5,4,5,5,2,2,5,3,4,2,5,4,3,4,5,6,3,2,4,3,5,5,5,5,5,5,3,2,2,4,2,2,4,5,4,3,5,5,4,5,5,2,2,5,5,2,5,5,2,2,5,4,5,5,5,2,2,2,3,2,5,5,2,5,3,5,5,2,2,2,4,5,5,3,3,2,4,4,4,3,3,1,5,2,5,2,5,2,2,5,5,1,2,5,5,5,2,4,3,2,5,2,5,4,2,2,2,5,5,2,2,5,2,3,5,5,4,5,4,4,2,5,2,2,4,4,2,4,5,5,4,2,4,5
118,1,24,1,2,3,14,3.6,1,1,15, ,11000, ,1,6,4,6,1,3,5,4,4,5,3,2,4,6,4,3,2,4,4,4,5,5,4,3,2,1,5,4,4,2,6,4,4,4,1,4,2,1,4,4,5,3,5,5,2,6,6,4,3,4,6,4,5,6,6,4,6,3,3,4,2,2,4,3,1,1,6,6,2,5,1,6,6,5,2,1,4,5,4,4,5,5,5,6,6,5,6,1, , , , , , , , , ,1,1,6,4,5,3,5,5,2,4,3,5,5,3,4,5,3,4,6,4,2,4,5,1,4,1,1,6,6,2,5,1,1,6,6,1,6,3,4,4,1,1,5
119,1,19,1,2,2,15,3.8,2,2, ,54000, ,4,3,5,4,4,4,2,5,2,4,1,2,1,5,6,2,2,3,5,3,4,5,3,4,3,2,2,5,5,4,3,3,5,2,3,2,4,2,2,4,4,5,2,5,6,3,6,6,4,3,5,6,4,6,6,4,3,5, ,4,3,2,2,2,2,2,2,5,5,2,5,2,5,5,4,2,4,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
120,1,19,2,2,2,13,3.17,1,2, ,90000,10000,5,4,5,5,5,4,4,4,3,5,5,2,2,4,4,5,3,3,4,4,4,3,3,4,4,4,3,4,3,6,4,5,5,4,4,3,5,3,2,4,4,3,4,3,4,5,5,5,5,5,4,5,5,4,5,5,5,5,4,3,3,3,3,3,3,4,4,5,5,3,4,4,4,5,4,3,3,4,5,4,3,5,3,5,5,5,5,5,2,5,2,5,5,5,4,5,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
121,1,20,1,2,4,14,3,1,2, ,200000,1000,5,3,4,4,4,4,5,4,4,4,3,3,2,4,3,4,4,2,5,3,3,4,4,3,3,2,2,4,4,5,3,4,4,4,4,3,5,3,3,4,3,5,2,4,4,2,5,6,2,1,4,6,3,5,6,3,2,6,3,2,2,4,2,2,2,3,1,5,4,1,4,1,5,5,4,1,1,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
122,2,20,1,2,3,15,2.5,2,1,20, , ,5,3,6,6,4,2,2,4,3,5,4,2,1,5,6,3,4,2,4,4,5,4,3,3,2,2,2,5,4,4,2,4,3,5,3,2,3,2,4,4,5,3,4,3,5,4,5,5,5,4,5,5,4,4,5,5,4,5,5,6,5,6,2,4,2,3,3,5,5,1,4,2,5,5,4,4,2,3,5,3,4,5,2,5,5,5,2,2,1, , , , , , , , , ,1,4,5,5,3,5,5,4,2,5,2,4,3,2,4,2,5,4,2,2,5,2,4,5,5,2,2,5,5,2,5,2,2,5,5,2,5,4,5,2,4,5,4
123,1,21,1,2,3,10,3,2,2, , , , ,5,4,5,3,5,4,5,4,4, ,3,3,4,3,5,4,3,4,3,4,4, ,4,3,2,2,4,4,4,3,4,3,4,4,2,4,4,2,4,3,3,3,4,5,4,5,5,2, ,5,5,4,5,5,3, ,3,4,5,3,3,5,3,5,3,5,2,4,3,4,4,4,3,4,4,4,3,3,3,3,3,5,5,5,5,5,5,1, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
