year,id_,labor_force_status,hours_per_week,marital_status,childs,age,education,sex,race,income,political_views,religious_preference,attends_religious_services,health,confidence_exec_branch,work_satisfaction,class_identification,abortion opinion,ideal_number_children,sex_education_opinion,homosexual_opinion,convicted,lockedup,tv_hours,confidence_god,email_hours,relax_hours,racism_work,poor_mental_health,sexual_orientation,ethnicify,ballot,life_rating,confidence_federal
2012,418,2,None,Married,4,54,13,FEMALE,White,$10000 - 14999,Slightly conservative,Protestant,Several times a week,None,ONLY SOME,Moderately satisfied,Working class,None,2,Favor,None,No,No,1,No doubts,10,None,NO,2,Heterosexual or straight,WHITE,Ballot b,None,None
2012,419,2,None,Never married,0,19,12,FEMALE,Black,$5000 TO 5999,Slightly liberal,None,Several times a year,Good,None,Moderately satisfied,Working class,YES,2,Favor,NOT WRONG AT ALL,No,No,4,Higher power,1,None,YES,3,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot a,None,None
2012,420,1,None,Married,3,38,10,FEMALE,Black,$25000 OR MORE,Slightly conservative,Protestant,Several times a year,Fair,None,Very satisfied,Working class,NO,3,Favor,ALWAYS WRONG,No,No,4,No doubts,40,None,NO,0,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot a,None,None
2012,421,1,None,Married,0,31,14,MALE,White,$25000 OR MORE,Conservative,Protestant,Several times a year,Good,HARDLY ANY,Moderately satisfied,Middle class,NO,None,None,None,Yes,No,None,No doubts,None,None,NO,0,None,WHITE,Ballot c,None,None
2012,422,4,None,Never married,0,51,18,FEMALE,White,$25000 OR MORE,Slightly conservative,Christian,About once a month,None,HARDLY ANY,Moderately satisfied,Middle class,None,None,Favor,None,No,No,3,Believe with doubts,14,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2012,423,2,None,Never married,0,23,11,MALE,White,$15000 - 19999,Slightly liberal,Inter-nondenominational,Several times a week,Excellent,None,Moderately satisfied,Working class,NO,2,Favor,ALWAYS WRONG,Yes,No,8,No doubts,1,None,NO,0,Heterosexual or straight,WHITE,Ballot a,None,None
2012,424,1,None,Never married,0,48,16,FEMALE,White,$25000 OR MORE,Liberal,None,Never,Poor,HARDLY ANY,Very satisfied,Middle class,YES,None,None,NOT WRONG AT ALL,No,No,None,Don't know  no way to find out,None,None,YES,6,Heterosexual or straight,WHITE,Ballot c,None,None
2012,425,1,None,Divorced,0,45,16,FEMALE,Black,$15000 - 19999,Extremely liberal,Catholic,About once or twice a year,None,HARDLY ANY,Very satisfied,Working class,None,2,Favor,None,None,None,4,No doubts,None,None,NO,0,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2012,426,4,None,Never married,0,20,12,MALE,White,None,Moderate  middle of the road,None,Never,Fair,None,Moderately satisfied,Middle class,NO,2,Favor,NOT WRONG AT ALL,No,No,3,Don't know  no way to find out,0,None,None,None,Heterosexual or straight,WHITE,Ballot a,None,None
2012,427,5,None,Married,0,70,15,FEMALE,White,None,Slightly conservative,Protestant,Several times a year,None,HARDLY ANY,None,Middle class,None,3,Favor,None,No,No,2,Believe with doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2012,428,1,None,Married,2,58,16,FEMALE,White,$10000 - 14999,Moderate  middle of the road,Protestant,2-3 times a month,Fair,None,Moderately satisfied,Working class,NO,2,Favor,ALWAYS WRONG,No,No,4,No doubts,8,None,NO,0,None,WHITE,Ballot a,None,None
2012,429,1,None,Divorced,3,63,16,MALE,White,None,Extremely conservative,Protestant,About once a month,Excellent,HARDLY ANY,Very satisfied,Upper class,YES,None,None,SOMETIMES WRONG,No,No,None,No doubts,None,None,NO,0,Bisexual,WHITE,Ballot c,None,None
2012,430,7,None,Married,3,44,12,FEMALE,White,None,Slightly conservative,Jewish,About once or twice a year,Excellent,HARDLY ANY,Very satisfied,Upper class,YES,None,None,SOMETIMES WRONG,No,No,None,Higher power,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2012,431,5,None,Widowed,4,87,14,FEMALE,White,None,Conservative,Protestant,Every week,None,HARDLY ANY,None,Middle class,None,4,Favor,None,No,No,4,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2012,432,1,None,Married,0,50,16,FEMALE,White,None,Slightly liberal,Protestant,About once or twice a year,None,A GREAT DEAL,Moderately satisfied,Middle class,None,2,Favor,None,No,No,3,No doubts,40,None,NO,1,Heterosexual or straight,WHITE,Ballot b,None,None
2012,433,7,None,Divorced,4,52,11,FEMALE,Black,None,Slightly liberal,Protestant,Several times a week,None,ONLY SOME,A little dissatisfied,Middle class,None,4,Favor,None,None,None,3,No doubts,0,None,None,None,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2012,434,1,None,Married,2,32,14,MALE,White,$25000 OR MORE,Conservative,Other,2-3 times a month,Good,None,Very satisfied,Working class,NO,None,Favor,NOT WRONG AT ALL,No,No,1,No doubts,14,None,YES,0,Heterosexual or straight,WHITE,Ballot a,None,None
2012,435,1,None,Married,2,43,20,MALE,White,$25000 OR MORE,Slightly liberal,Jewish,About once a month,None,A GREAT DEAL,Very satisfied,Middle class,None,2,Favor,None,No,No,1,Believe with doubts,20,None,NO,0,Heterosexual or straight,WHITE,Ballot b,None,None
2012,436,1,None,Married,2,51,16,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,Catholic,Several times a year,Excellent,None,Moderately satisfied,Middle class,NO,2,Favor,NOT WRONG AT ALL,No,No,2,Believe with doubts,30,None,NO,0,Heterosexual or straight,WHITE,Ballot a,None,None
2012,437,1,None,Divorced,0,58,20,MALE,White,$25000 OR MORE,Conservative,None,Never,Good,HARDLY ANY,Very satisfied,Middle class,YES,None,None,ALWAYS WRONG,No,No,None,Don't know  no way to find out,None,None,NO,0,Heterosexual or straight,WHITE,Ballot c,None,None
2012,438,5,None,Married,2,75,11,FEMALE,White,None,Slightly conservative,Protestant,Several times a week,Good,None,None,Middle class,NO,4,Favor,ALWAYS WRONG,None,None,6,No doubts,None,None,None,None,None,WHITE,Ballot a,None,None
2012,439,7,None,Married,3,71,16,FEMALE,White,None,Extremely conservative,Protestant,Every week,Excellent,HARDLY ANY,Very satisfied,Upper class,NO,None,None,ALWAYS WRONG,None,None,None,No doubts,None,None,None,None,None,WHITE,Ballot c,None,None
2012,440,5,None,Widowed,2,72,14,FEMALE,White,None,Slightly conservative,Protestant,Several times a year,Fair,ONLY SOME,None,Middle class,NO,None,None,NOT WRONG AT ALL,No,No,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2012,441,4,None,Divorced,2,64,14,FEMALE,White,$20000 - 24999,Conservative,Christian,Every week,Excellent,None,Very satisfied,Working class,NO,2,Favor,None,No,No,3,Higher power,0,None,None,None,Heterosexual or straight,WHITE,Ballot a,None,None
2012,442,4,None,Never married,1,35,12,FEMALE,White,None,Liberal,Protestant,About once or twice a year,None,HARDLY ANY,Moderately satisfied,Lower class,None,None,Favor,None,Yes,Yes,3,No doubts,1,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2012,443,1,None,Married,3,34,15,MALE,Black,$25000 OR MORE,Moderate  middle of the road,Protestant,2-3 times a month,None,ONLY SOME,Moderately satisfied,Working class,None,3,Favor,None,Yes,Yes,4,No doubts,5,None,NO,20,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2012,444,1,None,Married,6,71,11,MALE,Black,$25000 OR MORE,Slightly conservative,None,Never,Good,ONLY SOME,Very satisfied,Working class,YES,None,None,ALWAYS WRONG,No,No,None,Believe with doubts,None,None,NO,0,None,BLACK OR AFRICAN AMERICAN,Ballot c,None,None
2012,445,1,None,Divorced,0,41,17,MALE,White,None,Liberal,Catholic,Never,Good,HARDLY ANY,Very satisfied,Working class,YES,None,None,NOT WRONG AT ALL,No,Yes,None,Believe sometimes,None,None,NO,6,Heterosexual or straight,WHITE,Ballot c,None,None
2012,446,1,None,Married,1,34,13,MALE,White,$25000 OR MORE,Extremely conservative,Protestant,About once or twice a year,None,HARDLY ANY,Moderately satisfied,Middle class,None,2,Favor,None,Yes,Yes,2,No doubts,2,None,YES,0,Heterosexual or straight,WHITE,Ballot b,None,None
2012,447,1,None,Divorced,2,50,13,MALE,Black,$10000 - 14999,Slightly conservative,Protestant,About once a month,Good,None,Very satisfied,Working class,YES,2,Favor,ALWAYS WRONG,No,Yes,2,No doubts,5,None,NO,0,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot a,None,None
2012,448,1,None,Never married,1,23,12,FEMALE,White,$15000 - 19999,Slightly liberal,None,Never,Fair,ONLY SOME,Very satisfied,Working class,NO,None,None,NOT WRONG AT ALL,No,No,None,Higher power,None,None,NO,4,Heterosexual or straight,WHITE,Ballot c,None,None
2012,449,5,None,Divorced,0,53,12,MALE,White,None,Moderate  middle of the road,Protestant,About once or twice a year,Fair,None,None,Working class,NO,2,Favor,NOT WRONG AT ALL,Yes,No,12,No doubts,6,None,None,None,Heterosexual or straight,WHITE,Ballot a,None,None
2012,450,5,None,Widowed,2,64,13,MALE,Black,$5000 TO 5999,Slightly conservative,Protestant,Nearly every week,None,ONLY SOME,None,Middle class,None,2,Favor,None,None,None,5,No doubts,None,None,None,None,None,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2012,451,1,None,Married,2,41,20,MALE,White,None,Liberal,Jewish,Never,None,ONLY SOME,Moderately satisfied,Middle class,None,None,Favor,None,No,No,2,Higher power,25,None,NO,0,Heterosexual or straight,WHITE,Ballot b,None,None
2012,452,1,None,Never married,0,46,14,MALE,Black,$15000 - 19999,Moderate  middle of the road,None,Less than once a year,Fair,ONLY SOME,A little dissatisfied,Working class,YES,None,None,NOT WRONG AT ALL,No,No,None,Don't know  no way to find out,None,None,NO,3,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot c,None,None
2012,453,1,None,Never married,0,54,16,MALE,White,$15000 - 19999,Liberal,None,Never,Good,None,Moderately satisfied,Middle class,YES,2,Favor,NOT WRONG AT ALL,Yes,Yes,2,Higher power,1,None,NO,2,Heterosexual or straight,WHITE,Ballot a,None,None
2012,454,1,None,Married,0,67,19,MALE,White,$25000 OR MORE,Extremely liberal,Protestant,Every week,None,A GREAT DEAL,Very satisfied,Middle class,None,2,Favor,None,No,No,1,No doubts,10,None,NO,0,Heterosexual or straight,WHITE,Ballot b,None,None
2012,455,1,None,Divorced,1,53,16,FEMALE,White,$25000 OR MORE,Extremely liberal,Inter-nondenominational,Less than once a year,Good,A GREAT DEAL,Moderately satisfied,Working class,YES,None,None,NOT WRONG AT ALL,Yes,No,None,No doubts,None,None,NO,29,Heterosexual or straight,WHITE,Ballot c,None,None
2012,456,5,None,Married,3,59,12,FEMALE,White,$25000 OR MORE,Slightly liberal,None,Never,Fair,None,None,Middle class,YES,None,Favor,SOMETIMES WRONG,No,No,3,No doubts,2,None,None,None,Heterosexual or straight,WHITE,Ballot a,None,None
2012,457,2,None,Married,0,65,12,FEMALE,White,None,Moderate  middle of the road,Protestant,Never,Good,ONLY SOME,Very satisfied,Working class,YES,None,None,None,No,No,None,Believe with doubts,None,None,NO,None,None,WHITE,Ballot c,None,None
2012,458,1,None,Married,3,51,14,MALE,White,$25000 OR MORE,Moderate  middle of the road,Catholic,Every week,None,ONLY SOME,Moderately satisfied,Working class,None,3,Favor,None,No,No,2,No doubts,None,None,NO,0,Heterosexual or straight,WHITE,Ballot b,None,None
2012,459,1,None,Never married,0,39,14,MALE,Other,None,Slightly conservative,Catholic,About once or twice a year,Good,None,Very satisfied,Middle class,None,None,None,ALWAYS WRONG,No,No,None,No doubts,None,None,None,None,None,FILIPINO,Ballot c,None,None
2012,460,2,None,Divorced,2,49,12,FEMALE,White,None,Conservative,Catholic,2-3 times a month,None,HARDLY ANY,Moderately satisfied,Middle class,None,4,Favor,None,No,No,1,No doubts,1,None,NO,2,Heterosexual or straight,WHITE,Ballot b,None,None
2012,461,1,None,Married,0,30,16,FEMALE,White,None,Liberal,None,About once or twice a year,Excellent,None,Very satisfied,Middle class,YES,None,Favor,NOT WRONG AT ALL,No,No,1,Higher power,40,None,NO,2,Heterosexual or straight,WHITE,Ballot a,None,None
2012,462,8,None,Divorced,2,57,19,FEMALE,White,None,Moderate  middle of the road,Protestant,Never,None,HARDLY ANY,None,Middle class,None,2,Favor,None,No,No,3,Believe with doubts,2,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2012,463,1,None,Married,0,36,18,MALE,White,$25000 OR MORE,Liberal,None,Never,Excellent,A GREAT DEAL,Very satisfied,Middle class,YES,None,None,NOT WRONG AT ALL,No,No,None,Don't know  no way to find out,None,None,NO,7,Heterosexual or straight,WHITE,Ballot c,None,None
2012,464,1,None,Divorced,1,39,18,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,Catholic,About once or twice a year,None,ONLY SOME,Very satisfied,Middle class,None,2,Favor,None,No,No,1,No doubts,10,None,NO,6,Heterosexual or straight,WHITE,Ballot b,None,None
2012,465,7,None,Married,2,38,18,FEMALE,Other,None,Moderate  middle of the road,Other eastern religions,About once a month,Good,A GREAT DEAL,None,Middle class,None,None,None,None,No,No,None,No doubts,None,None,None,None,None,ASIAN INDIAN,Ballot c,None,None
2012,466,1,None,Married,3,46,16,MALE,White,$25000 OR MORE,Moderate  middle of the road,None,Never,Excellent,HARDLY ANY,Moderately satisfied,Middle class,YES,None,None,NOT WRONG AT ALL,No,No,None,Don't know  no way to find out,None,None,NO,0,Heterosexual or straight,WHITE,Ballot c,None,None
2012,467,1,None,Married,2,41,18,MALE,White,$25000 OR MORE,Slightly liberal,None,About once or twice a year,Excellent,None,Moderately satisfied,Middle class,YES,2,Favor,NOT WRONG AT ALL,No,No,0,Believe with doubts,0,None,NO,10,Heterosexual or straight,WHITE,Ballot a,None,None
2012,468,1,None,Never married,0,29,18,MALE,Other,$25000 OR MORE,Extremely liberal,Hinduism,About once or twice a year,None,ONLY SOME,Very satisfied,Working class,None,2,Favor,None,No,No,2,Believe with doubts,12,None,NO,4,Heterosexual or straight,ASIAN INDIAN,Ballot b,None,None
2012,469,1,None,Separated,0,58,12,MALE,White,None,Moderate  middle of the road,None,Never,Good,None,Very satisfied,Working class,NO,3,Favor,None,No,Yes,2,Don't know  no way to find out,0,None,NO,2,Heterosexual or straight,WHITE,Ballot a,None,None
2012,470,1,None,Married,1,48,17,FEMALE,Other,$25000 OR MORE,Moderate  middle of the road,Protestant,About once a month,Good,A GREAT DEAL,Very satisfied,Middle class,YES,None,None,ALWAYS WRONG,No,No,None,Believe with doubts,None,None,NO,0,Heterosexual or straight,CHINESE,Ballot c,None,None
2012,471,8,None,Never married,0,31,20,MALE,White,None,Moderate  middle of the road,Protestant,Never,Excellent,None,None,Middle class,None,None,Favor,None,None,None,1,Believe with doubts,None,None,None,None,None,WHITE,Ballot a,None,None
2012,472,1,None,Divorced,0,54,14,FEMALE,Black,$25000 OR MORE,Slightly liberal,Protestant,Less than once a year,None,HARDLY ANY,A little dissatisfied,Working class,None,2,Favor,None,No,No,3,Believe sometimes,1,None,NO,29,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2012,473,2,None,Never married,3,37,9,FEMALE,Black,None,Liberal,Protestant,Several times a week,None,HARDLY ANY,Very satisfied,Lower class,None,2,Favor,None,No,No,2,No doubts,1,None,None,10,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2012,474,1,None,Widowed,3,48,18,FEMALE,Black,$25000 OR MORE,Moderate  middle of the road,Protestant,2-3 times a month,Good,None,Moderately satisfied,Working class,YES,2,Favor,ALWAYS WRONG,No,No,4,No doubts,20,None,NO,4,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot a,None,None
2012,475,4,None,Never married,0,58,12,MALE,Black,None,Conservative,Protestant,Never,Fair,ONLY SOME,Very satisfied,Working class,YES,None,None,SOMETIMES WRONG,Yes,No,None,Believe with doubts,None,None,None,None,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot c,None,None
2012,476,1,None,Divorced,8,77,9,FEMALE,Black,None,Conservative,None,Never,None,None,Very satisfied,Lower class,None,4,Favor,None,None,None,7,No doubts,None,None,NO,0,None,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2012,477,2,None,Never married,0,44,14,FEMALE,White,$4000 TO 4999,Moderate  middle of the road,Protestant,Never,Fair,None,Moderately satisfied,Middle class,YES,2,Favor,NOT WRONG AT ALL,No,No,4,No doubts,0,None,NO,20,Heterosexual or straight,WHITE,Ballot a,None,None
2012,478,1,None,Never married,0,27,16,FEMALE,White,$20000 - 24999,None,None,Never,Fair,ONLY SOME,Very satisfied,Working class,YES,None,None,NOT WRONG AT ALL,No,No,None,Believe sometimes,None,None,NO,30,Heterosexual or straight,WHITE,Ballot c,None,None
2012,479,2,None,Never married,0,19,11,MALE,White,None,None,Catholic,Never,Fair,None,Moderately satisfied,Lower class,NO,2,Favor,ALWAYS WRONG,No,No,4,No doubts,1,None,NO,29,Heterosexual or straight,WHITE,Ballot a,None,None
2012,480,1,None,Divorced,2,55,13,MALE,White,$25000 OR MORE,Slightly conservative,Protestant,About once a month,Poor,A GREAT DEAL,Very satisfied,Working class,NO,None,None,ALWAYS WRONG,No,No,None,Believe sometimes,None,None,NO,0,Heterosexual or straight,WHITE,Ballot c,None,None
2012,481,1,None,Married,1,52,12,FEMALE,White,$25000 OR MORE,Conservative,Protestant,Several times a year,Excellent,None,Very satisfied,Middle class,YES,2,Oppose,ALWAYS WRONG,No,No,2,Believe with doubts,None,None,NO,0,Heterosexual or straight,WHITE,Ballot a,None,None
2012,482,5,None,Married,4,63,13,MALE,White,None,Liberal,None,Several times a year,None,ONLY SOME,None,Lower class,None,2,Favor,None,Yes,Yes,22,Don't believe,0,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2012,483,1,None,Married,2,39,14,FEMALE,White,$15000 - 19999,Conservative,Protestant,Every week,Fair,A GREAT DEAL,Moderately satisfied,Working class,NO,None,None,ALMST ALWAYS WRG,No,No,None,No doubts,None,None,NO,3,Heterosexual or straight,WHITE,Ballot c,None,None
2012,484,7,None,Married,4,68,10,FEMALE,Black,None,None,Protestant,Every week,None,HARDLY ANY,Very satisfied,Middle class,None,5,Oppose,None,None,None,5,No doubts,None,None,None,None,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2012,485,5,None,Married,3,82,4,MALE,White,None,None,Orthodox-christian,Never,None,HARDLY ANY,None,Lower class,None,3,Oppose,None,None,None,2,No doubts,None,None,None,None,None,WHITE,Ballot b,None,None
2012,486,7,None,Divorced,3,59,12,FEMALE,Black,None,Conservative,Christian,Several times a week,Fair,None,Very dissatisfied,Working class,NO,3,Favor,ALWAYS WRONG,No,None,4,No doubts,0,None,None,None,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot a,None,None
2012,487,2,None,Widowed,3,64,15,FEMALE,White,None,Liberal,None,Less than once a year,None,A GREAT DEAL,Very satisfied,Upper class,None,2,Favor,None,No,No,2,Higher power,15,None,NO,0,Heterosexual or straight,WHITE,Ballot b,None,None
2012,488,1,None,Never married,0,47,18,FEMALE,Black,$25000 OR MORE,Moderate  middle of the road,Catholic,About once or twice a year,None,ONLY SOME,A little dissatisfied,Working class,None,None,Favor,None,No,No,1,No doubts,20,None,YES,5,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2012,489,1,None,Married,3,45,12,MALE,Black,$25000 OR MORE,Slightly liberal,Catholic,About once a month,Good,ONLY SOME,A little dissatisfied,Working class,NO,None,None,ALWAYS WRONG,Yes,Yes,None,No doubts,None,None,YES,21,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot c,None,None
2012,490,1,None,Married,5,37,12,MALE,White,$25000 OR MORE,Conservative,None,Several times a year,Poor,None,Very satisfied,Middle class,NO,3,Favor,ALWAYS WRONG,No,No,8,No doubts,0,None,NO,4,Heterosexual or straight,WHITE,Ballot a,None,None
2012,491,4,None,Never married,1,20,11,MALE,Other,$3000 TO 3999,Moderate  middle of the road,None,Never,None,HARDLY ANY,Very satisfied,Working class,None,4,Favor,None,No,No,3,Don't believe,4,None,None,None,Bisexual,JAPANESE,Ballot b,None,None
2012,492,1,None,Married,1,31,20,MALE,Black,$25000 OR MORE,Moderate  middle of the road,Protestant,2-3 times a month,Fair,None,Moderately satisfied,Middle class,YES,2,Favor,ALWAYS WRONG,No,No,1,No doubts,20,None,NO,10,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot a,None,None
2012,493,7,None,Never married,1,22,13,FEMALE,White,LT $1000,Moderate  middle of the road,Other,About once or twice a year,None,ONLY SOME,Very satisfied,Working class,None,3,Favor,None,No,No,12,Higher power,2,None,None,None,Bisexual,WHITE,Ballot b,None,None
2012,494,5,None,Widowed,1,61,16,FEMALE,White,None,Slightly conservative,Catholic,2-3 times a month,None,HARDLY ANY,None,Middle class,None,2,Favor,None,Yes,No,3,Believe with doubts,7,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2012,495,1,None,Married,1,56,15,FEMALE,White,$25000 OR MORE,Conservative,Protestant,2-3 times a month,None,HARDLY ANY,Very satisfied,Middle class,None,None,Favor,None,No,No,1,No doubts,6,None,NO,4,Heterosexual or straight,WHITE,Ballot b,None,None
2012,496,1,None,Widowed,1,34,8,MALE,White,$10000 - 14999,Moderate  middle of the road,None,Never,Good,None,Very satisfied,Working class,None,2,Favor,SOMETIMES WRONG,Yes,Yes,0,Higher power,1,None,NO,10,Heterosexual or straight,WHITE,Ballot a,None,None
2012,497,1,None,Married,2,53,12,MALE,Other,$25000 OR MORE,Liberal,Catholic,About once a month,None,A GREAT DEAL,Very satisfied,Middle class,None,2,Favor,None,No,No,2,No doubts,None,None,NO,0,Heterosexual or straight,HISPANIC,Ballot b,None,None
2012,498,1,None,Married,1,22,12,MALE,Other,$25000 OR MORE,Extremely liberal,Catholic,2-3 times a month,Good,ONLY SOME,Very satisfied,Working class,NO,None,None,SOMETIMES WRONG,No,No,None,Believe with doubts,None,None,NO,0,Heterosexual or straight,HISPANIC,Ballot c,None,None
2012,499,1,None,Separated,3,39,12,FEMALE,Other,None,Extremely conservative,Catholic,Never,None,HARDLY ANY,Very satisfied,Working class,None,2,Favor,None,No,No,2,Believe with doubts,0,None,NO,0,Heterosexual or straight,HISPANIC,Ballot b,None,None
2012,500,1,None,Married,2,25,6,MALE,Other,$20000 - 24999,Conservative,Catholic,Less than once a year,Excellent,ONLY SOME,Very satisfied,Working class,NO,None,None,NOT WRONG AT ALL,No,No,None,No doubts,None,None,NO,0,Heterosexual or straight,HISPANIC,Ballot c,None,None
2012,501,5,None,Married,6,75,17,MALE,White,None,Conservative,Catholic,Several times a week,None,HARDLY ANY,None,Middle class,None,3,Favor,None,No,Yes,3,No doubts,25,None,None,None,None,WHITE,Ballot b,None,None
2012,502,1,None,Married,2,44,18,MALE,White,$25000 OR MORE,Liberal,None,Never,Good,ONLY SOME,Very satisfied,Working class,YES,None,None,NOT WRONG AT ALL,Yes,Yes,None,Don't know  no way to find out,None,None,NO,3,Heterosexual or straight,WHITE,Ballot c,None,None
2012,503,1,None,Never married,0,26,14,MALE,White,$10000 - 14999,Moderate  middle of the road,None,Never,Good,None,None,Lower class,YES,3,Favor,NOT WRONG AT ALL,No,No,1,Don't know  no way to find out,0,None,None,None,Heterosexual or straight,WHITE,Ballot a,None,None
2012,504,1,None,Married,2,40,13,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,Catholic,About once a month,Good,A GREAT DEAL,Very satisfied,Working class,NO,None,None,ALWAYS WRONG,No,No,None,No doubts,None,None,NO,2,Heterosexual or straight,WHITE,Ballot c,None,None
2012,505,1,None,Never married,4,33,10,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,Catholic,About once or twice a year,Fair,None,Very satisfied,Working class,NO,4,Favor,ALWAYS WRONG,No,No,1,Believe with doubts,1,None,NO,10,Heterosexual or straight,WHITE,Ballot a,None,None
2012,506,3,40,Married,4,49,12,MALE,Other,$25000 OR MORE,Slightly conservative,Catholic,Every week,None,ONLY SOME,Moderately satisfied,Working class,None,3,Favor,None,No,No,1,No doubts,None,None,NO,5,Heterosexual or straight,HISPANIC,Ballot b,None,None
2012,507,4,None,Married,0,49,12,FEMALE,White,$4000 TO 4999,Conservative,None,About once or twice a year,Good,None,Very satisfied,Middle class,NO,3,Favor,None,No,No,2,No doubts,5,None,None,None,Heterosexual or straight,WHITE,Ballot a,None,None
2012,508,1,None,Married,2,48,20,MALE,White,$25000 OR MORE,Extremely liberal,None,Never,Good,A GREAT DEAL,Very satisfied,Middle class,YES,None,None,NOT WRONG AT ALL,No,No,None,Believe sometimes,None,None,NO,4,Heterosexual or straight,WHITE,Ballot c,None,None
2012,509,1,None,Never married,0,40,17,MALE,White,$25000 OR MORE,Liberal,None,Never,Good,None,Moderately satisfied,Middle class,YES,2,Favor,NOT WRONG AT ALL,No,No,1,Don't know  no way to find out,8,None,NO,15,Gay  lesbian  or homosexual,WHITE,Ballot a,None,None
2012,510,5,None,Widowed,2,80,14,MALE,Black,None,Moderate  middle of the road,Protestant,About once a month,Excellent,ONLY SOME,None,Working class,YES,None,None,ALWAYS WRONG,No,No,None,No doubts,None,None,None,None,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot c,None,None
2012,511,2,None,Never married,2,21,12,FEMALE,Black,LT $1000,Moderate  middle of the road,None,Never,None,ONLY SOME,A little dissatisfied,Working class,None,3,Favor,None,No,No,8,Believe with doubts,None,None,NO,0,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2012,512,1,None,Married,4,38,0,MALE,Black,None,None,Muslim/islam,None,Excellent,None,Very satisfied,None,NO,6,None,ALWAYS WRONG,No,No,0,None,None,None,NO,None,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot a,None,None
2012,513,5,None,Married,4,74,12,MALE,White,None,Conservative,Protestant,Several times a year,Good,None,None,Lower class,NO,3,Favor,ALWAYS WRONG,No,Yes,3,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot a,None,None
2012,514,5,None,Married,0,75,16,MALE,White,None,Conservative,Protestant,Several times a year,Excellent,HARDLY ANY,None,Middle class,NO,None,None,ALWAYS WRONG,No,No,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2012,515,1,None,Married,2,40,14,FEMALE,White,$25000 OR MORE,Slightly conservative,Protestant,Several times a year,Excellent,None,Very satisfied,Working class,NO,3,Favor,ALWAYS WRONG,No,No,2,No doubts,34,None,NO,5,Heterosexual or straight,WHITE,Ballot a,None,None
2012,516,7,None,Married,2,50,16,FEMALE,White,None,Conservative,Protestant,Never,Excellent,HARDLY ANY,Very satisfied,Middle class,YES,None,None,NOT WRONG AT ALL,No,No,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2012,517,1,None,Married,3,48,8,FEMALE,White,$15000 - 19999,Moderate  middle of the road,Protestant,Every week,None,HARDLY ANY,Moderately satisfied,Middle class,None,3,Favor,None,No,No,3,No doubts,1,None,NO,16,Heterosexual or straight,WHITE,Ballot b,None,None
2012,518,2,None,Married,2,32,9,MALE,White,$20000 - 24999,Slightly liberal,Catholic,About once a month,Fair,ONLY SOME,A little dissatisfied,Lower class,NO,None,None,ALMST ALWAYS WRG,No,Yes,None,No doubts,None,None,NO,0,Heterosexual or straight,WHITE,Ballot c,None,None
2012,519,2,None,Married,4,41,8,MALE,Other,$25000 OR MORE,Slightly conservative,Protestant,Several times a week,Good,None,Moderately satisfied,Working class,NO,7 or more,Favor,ALWAYS WRONG,No,No,2,No doubts,0,None,NO,0,None,HISPANIC,Ballot a,None,None
